Player,Tm,Pos,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
Justise Winslow\winslju01,MIA,PF,21,68,1680,11.5,0.496,0.264,0.213,4.3,20.5,12.4,13,1.6,1.7,12.6,16.3,,0.2,2.4,2.6,0.075,,-2.2,1.1,-1.1,0.4
Jeff Withey\witheje01,DAL,C,27,9,39,8.3,0.444,0.625,0.125,2.8,26.6,14.2,0,0,6.8,10.6,22,,-0.1,0.1,0,-0.054,,-4.4,-0.6,-5,0
Nate Wolters\woltena01,UTA,PG,26,5,19,-2.9,0.167,0,0,6,5.9,6,7.1,0,0,0,14.2,,-0.1,0,-0.1,-0.137,,-9.4,-3.4,-12.8,-0.1
Brandan Wright\wrighbr03,TOT,PF,30,28,381,19,0.596,0,0.324,9.8,19.3,14.4,5.6,1.7,6.4,6.4,14.7,,0.8,0.5,1.3,0.163,,1.1,1,2.1,0.4
Brandan Wright\wrighbr03,MEM,PF,30,27,366,19.3,0.595,0,0.333,9.9,19.7,14.7,5.8,1.8,6.4,6.6,14.9,,0.8,0.5,1.2,0.163,,1.2,1,2.3,0.4
Brandan Wright\wrighbr03,HOU,PF,30,1,15,11.3,0.667,0,0,7.6,7.5,7.5,0,0,5.7,0,8.8,,0,0,0,0.157,,-1.5,0.3,-1.2,0
Delon Wright\wrighde01,TOR,PG,25,69,1433,16.5,0.574,0.354,0.271,3.6,11.7,7.7,19.6,2.5,1.8,13.9,17.2,,2.5,2.1,4.5,0.152,,1.4,1.8,3.3,1.9
Guerschon Yabusele\yabusgu01,BOS,PF,22,33,235,12.3,0.559,0.607,0.361,8,16.1,12.1,10,0.9,1.8,14.5,15.7,,0.3,0.3,0.6,0.122,,-1.4,0.2,-1.2,0
James Young\youngja01,PHI,SG,22,6,61,4.6,0.511,0.714,0.429,0,3.4,1.8,4.3,0,0,5.7,12.3,,0,0,0.1,0.041,,-4.5,-2.4,-6.9,-0.1
Joe Young\youngjo01,IND,PG,25,53,558,10.1,0.521,0.355,0.156,2.4,10.3,6.4,9.9,1.3,0.2,11.6,18,,0.1,0.4,0.5,0.043,,-2.3,-1.2,-3.5,-0.2
Nick Young\youngni01,GSW,SG,32,80,1393,10,0.562,0.668,0.133,1.7,7.9,5,3.5,1.3,0.4,7,17.5,,0.8,0.9,1.7,0.059,,-1.6,-1.9,-3.5,-0.5
Thaddeus Young\youngth01,IND,PF,29,81,2607,14.8,0.528,0.209,0.106,8,14.1,11.1,8.5,2.6,1.2,10.4,17.3,,2.3,3.2,5.5,0.101,,-0.2,0.4,0.2,1.4
Cody Zeller\zelleco01,CHO,C,25,33,627,15.9,0.602,0.019,0.545,11.4,19.3,15.3,7.4,1.1,2.8,14.6,15.7,,1.2,0.7,1.9,0.145,,-1.2,0,-1.2,0.1
Tyler Zeller\zellety01,TOT,C,28,66,1109,16,0.598,0.084,0.237,11,19.4,15.2,6.7,0.7,2.5,11.3,16.4,,2,0.9,2.9,0.126,,-0.5,-0.9,-1.4,0.2
Tyler Zeller\zellety01,BRK,C,28,42,703,15.3,0.587,0.114,0.262,9.4,20,14.7,6.5,0.6,2.2,12.1,17.9,,1,0.6,1.5,0.105,,-0.7,-0.4,-1,0.2
Tyler Zeller\zellety01,MIL,C,28,24,406,17.1,0.622,0.019,0.181,13.6,18.4,16,7,0.9,2.9,9.6,13.9,,1.1,0.3,1.4,0.163,,-0.3,-1.8,-2.1,0
Paul Zipser\zipsepa01,CHI,SF,23,54,824,5.2,0.445,0.47,0.107,1.6,16,8.5,8,1.2,1.6,14.9,15.2,,-1.1,0.6,-0.6,-0.034,,-5.5,-0.5,-6.1,-0.8
Ante Žižić\zizican01,CLE,C,21,32,214,24.2,0.746,0,0.433,12.8,18.6,15.7,3.8,0.5,5.2,12.1,18.8,,0.9,0.2,1,0.231,,1.9,-0.9,1,0.2
Ivica Zubac\zubaciv01,LAL,C,20,43,410,15.3,0.557,0.008,0.418,11.8,20.1,16,8.8,0.9,3,15.3,17.6,,0.5,0.5,1,0.118,,-1.8,-0.3,-2,0
